biblioitem,former_leader,suggested_change
10827,00394    a2200109   4500,00394  m a2200109   4500
10828,00390    a2200109   4500,00390  m a2200109   4500
10829,00391    a2200109   4500,00391  m a2200109   4500
10830,00392    a2200109   4500,00392  m a2200109   4500
10831,00393    a2200109   4500,00393  m a2200109   4500
10832,00392    a2200109   4500,00392  m a2200109   4500
10833,00444    a2200121   4500,00444  m a2200121   4500
10834,00444    a2200121   4500,00444  m a2200121   4500
10835,00408    a2200109   4500,00408  m a2200109   4500
10836,00390    a2200109   4500,00390  m a2200109   4500
10837,00389    a2200109   4500,00389  m a2200109   4500
10838,00384    a2200109   4500,00384  m a2200109   4500
10839,00439    a2200121   4500,00439  m a2200121   4500
10840,00386    a2200109   4500,00386  m a2200109   4500
10841,00392    a2200109   4500,00392  m a2200109   4500
10842,00390    a2200109   4500,00390  m a2200109   4500
10845,00363    a2200121   4500,00363  m a2200121   4500
10870,00336    a2200109   4500,00336  m a2200109   4500
10876,00322    a2200109   4500,00322  m a2200109   4500
10887,00329    a2200109   4500,00329  m a2200109   4500
10901,00382    a2200109   4500,00382  m a2200109   4500
10902,00410    a2200109   4500,00410  m a2200109   4500
10986,00363    a2200109   4500,00363  m a2200109   4500
10987,00412    a2200121   4500,00412  m a2200121   4500
10988,00428    a2200121   4500,00428  m a2200121   4500
10989,00429    a2200121   4500,00429  m a2200121   4500
11017,00381    a2200109   4500,00381  m a2200109   4500
11018,00400    a2200121   4500,00400  m a2200121   4500
11029,00396    a2200109   4500,00396  m a2200109   4500
11030,00396    a2200109   4500,00396  m a2200109   4500
11058,00335    a2200097   4500,00335  m a2200097   4500
11069,00365    a2200121   4500,00365  m a2200121   4500
11098,00312    a2200109   4500,00312  m a2200109   4500
11161,00332    a2200109   4500,00332  m a2200109   4500
11174,00315    a2200109   4500,00315  m a2200109   4500
11219,00337    a2200121   4500,00337  m a2200121   4500
11255,00338    a2200121   4500,00338  m a2200121   4500
11261,00319    a2200109   4500,00319  m a2200109   4500
11298,00368    a2200109   4500,00368  m a2200109   4500
11366,00352    a2200121   4500,00352  m a2200121   4500
11396,00327    a2200109   4500,00327  m a2200109   4500
11412,00629    a2200181   4500,00629  m a2200181   4500
11413,00385    a2200109   4500,00385  m a2200109   4500
11422,00393    a2200109   4500,00393  m a2200109   4500
11423,00410    a2200109   4500,00410  m a2200109   4500
11424,00410    a2200109   4500,00410  m a2200109   4500
11425,00403    a2200109   4500,00403  m a2200109   4500
11426,00389    a2200109   4500,00389  m a2200109   4500
11427,00389    a2200109   4500,00389  m a2200109   4500
11428,00386    a2200109   4500,00386  m a2200109   4500
11429,00379    a2200109   4500,00379  m a2200109   4500
11430,00402    a2200109   4500,00402  m a2200109   4500
11431,00402    a2200109   4500,00402  m a2200109   4500
11439,00338    a2200121   4500,00338  m a2200121   4500
11440,00373    a2200121   4500,00373  m a2200121   4500
11467,00330    a2200109   4500,00330  m a2200109   4500
11469,00340    a2200109   4500,00340  m a2200109   4500
11473,00394    a2200109   4500,00394  m a2200109   4500
11476,00396    a2200109   4500,00396  m a2200109   4500
11499,00326    a2200109   4500,00326  m a2200109   4500
11506,00335    a2200109   4500,00335  m a2200109   4500
11540,00326    a2200109   4500,00326  m a2200109   4500
11597,00368    a2200109   4500,00368  m a2200109   4500
11606,00344    a2200109   4500,00344  m a2200109   4500
11607,00344    a2200097   4500,00344  m a2200097   4500
11622,00309    a2200109   4500,00309  m a2200109   4500
11644,00344    a2200109   4500,00344  m a2200109   4500
11651,00319    a2200109   4500,00319  m a2200109   4500
11662,00306    a2200109   4500,00306  m a2200109   4500
11672,00345    a2200121   4500,00345  m a2200121   4500
11802,00276    a2200097   4500,00276  m a2200097   4500
11830,00287    a2200097   4500,00287  m a2200097   4500
11850,00323    a2200109   4500,00323  m a2200109   4500
11904,00270    a2200097   4500,00270  m a2200097   4500
11923,00304    a2200109   4500,00304  m a2200109   4500
11961,00271    a2200085   4500,00271  m a2200085   4500
11980,00285    a2200097   4500,00285  m a2200097   4500
12022,00285    a2200097   4500,00285  m a2200097   4500
12049,00322    a2200109   4500,00322  m a2200109   4500
12066,00292    a2200097   4500,00292  m a2200097   4500
12104,00946    a2200217   4500,00946  m a2200217   4500
12106,00285    a2200097   4500,00285  m a2200097   4500
12128,00290    a2200097   4500,00290  m a2200097   4500
12131,01063    a2200229   4500,01063  m a2200229   4500
12150,00294    a2200097   4500,00294  m a2200097   4500
12191,00281    a2200097   4500,00281  m a2200097   4500
12193,00750    a2200169   4500,00750  m a2200169   4500
12257,00314    a2200109   4500,00314  m a2200109   4500
12298,00280    a2200097   4500,00280  m a2200097   4500
12326,00326    a2200109   4500,00326  m a2200109   4500
12359,00276    a2200097   4500,00276  m a2200097   4500
12369,00314    a2200109   4500,00314  m a2200109   4500
12370,00298    a2200109   4500,00298  m a2200109   4500
12404,00277    a2200097   4500,00277  m a2200097   4500
12406,00321    a2200109   4500,00321  m a2200109   4500
12413,00289    a2200097   4500,00289  m a2200097   4500
12415,00296    a2200097   4500,00296  m a2200097   4500
12419,00324    a2200109   4500,00324  m a2200109   4500
12471,00898    a2200193   4500,00898  m a2200193   4500
12479,00284    a2200097   4500,00284  m a2200097   4500
12504,00317    a2200109   4500,00317  m a2200109   4500
12507,00321    a2200109   4500,00321  m a2200109   4500
12512,00275    a2200097   4500,00275  m a2200097   4500
12523,00315    a2200109   4500,00315  m a2200109   4500
12532,00282    a2200097   4500,00282  m a2200097   4500
12589,00323    a2200109   4500,00323  m a2200109   4500
12623,00307    a2200109   4500,00307  m a2200109   4500
12637,00325    a2200109   4500,00325  m a2200109   4500
12680,00270    a2200097   4500,00270  m a2200097   4500
12687,00308    a2200109   4500,00308  m a2200109   4500
12689,00295    a2200097   4500,00295  m a2200097   4500
12702,00280    a2200097   4500,00280  m a2200097   4500
12753,00711aas a2200169   4500,00711aam a2200169   4500
12757,00294    a2200097   4500,00294  m a2200097   4500
12779,01236    a2200277   4500,01236  m a2200277   4500
12816,00281    a2200097   4500,00281  m a2200097   4500
12835,00317    a2200109   4500,00317  m a2200109   4500
12842,00308    a2200109   4500,00308  m a2200109   4500
12889,00321    a2200109   4500,00321  m a2200109   4500
12905,00384    a2200121   4500,00384  m a2200121   4500
12906,00379    a2200121   4500,00379  m a2200121   4500
12907,00351    a2200121   4500,00351  m a2200121   4500
12933,00406    a2200121   4500,00406  m a2200121   4500
12937,00364    a2200121   4500,00364  m a2200121   4500
12940,00352    a2200121   4500,00352  m a2200121   4500
12949,00358    a2200121   4500,00358  m a2200121   4500
12964,00381    a2200109   4500,00381  m a2200109   4500
12967,00327    a2200109   4500,00327  m a2200109   4500
12995,00358    a2200121   4500,00358  m a2200121   4500
12998,00356    a2200121   4500,00356  m a2200121   4500
12999,00386    a2200109   4500,00386  m a2200109   4500
13000,00385    a2200109   4500,00385  m a2200109   4500
13001,00424    a2200121   4500,00424  m a2200121   4500
13002,00424    a2200121   4500,00424  m a2200121   4500
13003,00424    a2200121   4500,00424  m a2200121   4500
13004,00415    a2200121   4500,00415  m a2200121   4500
13005,00424    a2200121   4500,00424  m a2200121   4500
13006,00424    a2200121   4500,00424  m a2200121   4500
13007,00394    a2200109   4500,00394  m a2200109   4500
13008,00424    a2200121   4500,00424  m a2200121   4500
13009,00394    a2200109   4500,00394  m a2200109   4500
13010,00424    a2200121   4500,00424  m a2200121   4500
13012,00392    a2200109   4500,00392  m a2200109   4500
13013,00383    a2200109   4500,00383  m a2200109   4500
13014,00425    a2200121   4500,00425  m a2200121   4500
13015,00426    a2200121   4500,00426  m a2200121   4500
13016,00385    a2200109   4500,00385  m a2200109   4500
13017,00424    a2200121   4500,00424  m a2200121   4500
13018,00394    a2200109   4500,00394  m a2200109   4500
13019,00424    a2200121   4500,00424  m a2200121   4500
13020,00424    a2200121   4500,00424  m a2200121   4500
13021,00394    a2200109   4500,00394  m a2200109   4500
13022,00385    a2200109   4500,00385  m a2200109   4500
13023,00394    a2200109   4500,00394  m a2200109   4500
13024,00424    a2200121   4500,00424  m a2200121   4500
13025,00391    a2200109   4500,00391  m a2200109   4500
13026,00383    a2200109   4500,00383  m a2200109   4500
13027,00383    a2200109   4500,00383  m a2200109   4500
13028,00383    a2200109   4500,00383  m a2200109   4500
13029,00377    a2200109   4500,00377  m a2200109   4500
13030,00384    a2200109   4500,00384  m a2200109   4500
13031,00423    a2200121   4500,00423  m a2200121   4500
13069,00307    a2200109   4500,00307  m a2200109   4500
13076,00367    a2200121   4500,00367  m a2200121   4500
13080,00340    a2200109   4500,00340  m a2200109   4500
13083,00336    a2200109   4500,00336  m a2200109   4500
13093,00345    a2200121   4500,00345  m a2200121   4500
13096,00360    a2200121   4500,00360  m a2200121   4500
13134,00424    a2200121   4500,00424  m a2200121   4500
13142,00688    a2200193   4500,00688  m a2200193   4500
13146,00395    a2200109   4500,00395  m a2200109   4500
13147,00378    a2200109   4500,00378  m a2200109   4500
13149,00346    a2200109   4500,00346  m a2200109   4500
13155,00337    a2200109   4500,00337  m a2200109   4500
13156,00338    a2200109   4500,00338  m a2200109   4500
13178,00337    a2200109   4500,00337  m a2200109   4500
13183,00372    a2200109   4500,00372  m a2200109   4500
13243,00327    a2200109   4500,00327  m a2200109   4500
13285,00335    a2200109   4500,00335  m a2200109   4500
13355,00321    a2200109   4500,00321  m a2200109   4500
13369,00380    a2200109   4500,00380  m a2200109   4500
13370,00419    a2200121   4500,00419  m a2200121   4500
13389,00347    a2200121   4500,00347  m a2200121   4500
13398,00375    a2200109   4500,00375  m a2200109   4500
13399,00392    a2200109   4500,00392  m a2200109   4500
13406,00335    a2200109   4500,00335  m a2200109   4500
13417,00357    a2200121   4500,00357  m a2200121   4500
13418,00358    a2200121   4500,00358  m a2200121   4500
13424,00341    a2200121   4500,00341  m a2200121   4500
13426,00345    a2200121   4500,00345  m a2200121   4500
13434,00302    a2200097   4500,00302  m a2200097   4500
13454,00350    a2200121   4500,00350  m a2200121   4500
13456,00325    a2200109   4500,00325  m a2200109   4500
13498,00325    a2200109   4500,00325  m a2200109   4500
13500,00957    a2200229   4500,00957  m a2200229   4500
13508,00309    a2200109   4500,00309  m a2200109   4500
13527,00326    a2200109   4500,00326  m a2200109   4500
13565,01222    a2200217   4500,01222  m a2200217   4500
13573,04503aac a2200457   4500,04503aam a2200457   4500
13598,00275    a2200097   4500,00275  m a2200097   4500
13614,00303    a2200109   4500,00303  m a2200109   4500
13615,00501    a2200133   4500,00501  m a2200133   4500
13621,00281    a2200097   4500,00281  m a2200097   4500
13632,00303    a2200097   4500,00303  m a2200097   4500
13633,00304    a2200109   4500,00304  m a2200109   4500
13635,00415    a2200109   4500,00415  m a2200109   4500
13637,00306    a2200097   4500,00306  m a2200097   4500
13649,00321    a2200097   4500,00321  m a2200097   4500
13651,00304    a2200109   4500,00304  m a2200109   4500
13660,00345    a2200109   4500,00345  m a2200109   4500
13661,00344    a2200109   4500,00344  m a2200109   4500
13662,00332    a2200109   4500,00332  m a2200109   4500
13666,00275    a2200097   4500,00275  m a2200097   4500
13669,00275    a2200097   4500,00275  m a2200097   4500
13671,00288    a2200085   4500,00288  m a2200085   4500
13674,00294    a2200097   4500,00294  m a2200097   4500
13675,00324    a2200097   4500,00324  m a2200097   4500
13678,00307    a2200097   4500,00307  m a2200097   4500
13679,00338    a2200109   4500,00338  m a2200109   4500
13681,00348    a2200109   4500,00348  m a2200109   4500
13683,00284    a2200097   4500,00284  m a2200097   4500
13684,00354    a2200109   4500,00354  m a2200109   4500
13686,00304    a2200109   4500,00304  m a2200109   4500
13687,00362    a2200109   4500,00362  m a2200109   4500
13691,00296    a2200109   4500,00296  m a2200109   4500
13692,00288    a2200097   4500,00288  m a2200097   4500
13693,00312    a2200109   4500,00312  m a2200109   4500
13695,00301    a2200109   4500,00301  m a2200109   4500
13696,00314    a2200109   4500,00314  m a2200109   4500
13697,00278    a2200097   4500,00278  m a2200097   4500
13700,00318    a2200109   4500,00318  m a2200109   4500
13701,00378    a2200109   4500,00378  m a2200109   4500
13702,00273    a2200097   4500,00273  m a2200097   4500
13704,00304    a2200097   4500,00304  m a2200097   4500
13706,00295    a2200109   4500,00295  m a2200109   4500
13707,00310    a2200109   4500,00310  m a2200109   4500
13708,00324    a2200109   4500,00324  m a2200109   4500
13709,00314    a2200109   4500,00314  m a2200109   4500
13710,00274    a2200097   4500,00274  m a2200097   4500
13712,00374    a2200109   4500,00374  m a2200109   4500
13714,00269    a2200097   4500,00269  m a2200097   4500
13720,00284    a2200097   4500,00284  m a2200097   4500
14363,16453aac a2203013   4500,16453aam a2203013   4500
16495,01305ajc a2200265   4500,01305ajm a2200265   4500
19890,01428ndc a22001817a 4500,01428ndm a22001817a 4500
19963,01253ndc a22002177a 4500,01253ndm a22002177a 4500
20080,01582ndc a22002537a 4500,01582ndm a22002537a 4500
20091,01652nab a22002897a 4500,01652nam a22002897a 4500
20110,00970    a2200241   4500,00970  m a2200241   4500
20111,02100    a2200277   4500,02100  m a2200277   4500
20191,00757nas a2200193 a 4500,00757nam a2200193 a 4500
20198,05372    a2200853   4500,05372  m a2200853   4500
20200,01065    a2200229   4500,01065  m a2200229   4500
20234,01155ncc a22001097a 4500,01155ncm a22001097a 4500
20258,00520nac a22001217a 4500,00520nam a22001217a 4500
20312,02139    a2200325   4500,02139  m a2200325   4500
20338,02147aca a2200277   4500,02147acm a2200277   4500
20340,02291aca a2200289   4500,02291acm a2200289   4500
20341,02813aca a2200337   4500,02813acm a2200337   4500
20355,03318    a2200589   4500,03318  m a2200589   4500
20475,03345    a2200325   4500,03345  m a2200325   4500
20493,02592    a2200193   4500,02592  m a2200193   4500
20494,03562nas a22002057a 4500,03562nam a22002057a 4500
20610,01201nac a22002537a 4500,01201nam a22002537a 4500
20680,00832nac a22001937a 4500,00832nam a22001937a 4500
20681,01114nac a22002417a 4500,01114nam a22002417a 4500
20682,00801nac a22001817a 4500,00801nam a22001817a 4500
20683,02198nac a22002777a 4500,02198nam a22002777a 4500
20684,00990nac a22001937a 4500,00990nam a22001937a 4500
20685,01088ncc a22002537a 4500,01088ncm a22002537a 4500
20686,01199nac a22002177a 4500,01199nam a22002177a 4500
20687,00836nac a22001937a 4500,00836nam a22001937a 4500
20688,00865nac a22001937a 4500,00865nam a22001937a 4500
20689,00873nac a22001937a 4500,00873nam a22001937a 4500
20691,00981nac a22002057a 4500,00981nam a22002057a 4500
20692,00853nac a22001937a 4500,00853nam a22001937a 4500
20693,00791nac a22001817a 4500,00791nam a22001817a 4500
20694,00680nac a22001697a 4500,00680nam a22001697a 4500
20695,00624nac a22001577a 4500,00624nam a22001577a 4500
20697,00958nac a22002177a 4500,00958nam a22002177a 4500
20698,00966nac a22002057a 4500,00966nam a22002057a 4500
20699,01049nac a22002297a 4500,01049nam a22002297a 4500
20706,03289nas a2200229 a 4500,03289nam a2200229 a 4500
20753,05467    a2200529   4500,05467  m a2200529   4500
20754,05470    a2200529   4500,05470  m a2200529   4500
20779,00803nac a22001697a 4500,00803nam a22001697a 4500
20780,01014nac a22001817a 4500,01014nam a22001817a 4500
20781,00689ncc a22001097a 4500,00689ncm a22001097a 4500
20782,01133nac a22001817a 4500,01133nam a22001817a 4500
20783,00431ncc a22001217a 4500,00431ncm a22001217a 4500
20831,02850    a2200493   4500,02850  m a2200493   4500
20832,01156    a2200253   4500,01156  m a2200253   4500
20834,01403    a2200265   4500,01403  m a2200265   4500
20835,01076    a2200229   4500,01076  m a2200229   4500
20838,01312    a2200241   4500,01312  m a2200241   4500
20840,01211    a2200265   4500,01211  m a2200265   4500
20852,02333    a2200421   4500,02333  m a2200421   4500
20865,02065    a2200397   4500,02065  m a2200397   4500
20880,01202aca a2200265   4500,01202acm a2200265   4500
20936,01932acc a2200217   4500,01932acm a2200217   4500
20940,02049acc a2200337   4500,02049acm a2200337   4500
21000,01400ncc a22001097a 4500,01400ncm a22001097a 4500
21030,03366ncc a22002657a 4500,03366ncm a22002657a 4500
21336,01599aaa a2200265   4500,01599aam a2200265   4500
21410,01252adc a2200265   4500,01252adm a2200265   4500
21442,01414aad a2200229   4500,01414aam a2200229   4500
21445,01485nab a22002417a 4500,01485nam a22002417a 4500
21448,01166ntc a22002297a 4500,01166ntm a22002297a 4500
21562,01474nac a22001097a 4500,01474nam a22001097a 4500
21563,00895ncc a22001457a 4500,00895ncm a22001457a 4500
21570,01072ncc a22001217a 4500,01072ncm a22001217a 4500
21571,03942acb a2200373   4500,03942acm a2200373   4500
21572,03492acb a2200361   4500,03492acm a2200361   4500
21573,03108acb a2200325   4500,03108acm a2200325   4500
21617,02113ncc a22001577a 4500,02113ncm a22001577a 4500
21656,02145acb a2200325   4500,02145acm a2200325   4500
21657,03420acb a2200325   4500,03420acm a2200325   4500
21658,01353ncc a22001217a 4500,01353ncm a22001217a 4500
21659,01399acb a2200265   4500,01399acm a2200265   4500
21660,01514acb a2200265   4500,01514acm a2200265   4500
21683,01395aac a2200241   4500,01395aam a2200241   4500
21971,01902nab a22002657a 4500,01902nam a22002657a 4500
